id,paid_enroll,prv_wk_nbr,prv_wk_min,message,binge,complete
27423,0,4,321,1,1,1
27424,0,4,389,1,1,1
27425,0,4,317,1,1,1
27426,1,4,248,1,1,1
27427,1,7,242,1,1,1
27428,0,4,53,1,1,1
27429,1,7,286,1,1,1
27430,1,4,453,1,1,1
27431,0,5,214,1,1,1
27432,1,2,244,1,1,1
27433,0,4,297,1,1,1
27434,0,1,216,1,1,1
27435,0,1,50,1,1,1
27436,1,4,25,1,1,0
27437,1,3,356,1,1,1
27438,0,2,346,1,1,1
27439,1,2,42,1,1,1
27440,0,4,253,1,1,1
27441,0,4,384,1,1,1
27442,0,2,462,1,1,1
27443,0,3,188,1,1,1
27444,1,7,28,1,1,0
27445,1,2,168,1,1,1
27446,0,2,80,1,1,1
27447,0,5,97,1,1,1
27448,1,4,269,1,1,1
27449,1,4,292,1,1,1
27450,1,3,117,1,1,1
27451,1,5,268,1,1,1
27452,1,2,104,1,1,1
27453,1,7,122,1,1,1
27454,1,4,397,1,1,1
27455,1,2,474,1,1,1
27456,1,7,237,1,1,1
27457,1,5,272,1,1,1
27458,0,7,319,1,1,1
27459,1,4,405,1,1,1
27460,1,3,413,1,1,1
27461,0,4,88,1,0,1
27462,1,4,178,1,1,1
27463,1,4,130,1,1,1
27464,1,4,434,1,1,1
27465,0,2,458,1,1,1
27466,1,5,240,1,1,1
27467,0,5,190,1,1,1
27468,1,2,302,1,1,1
27469,1,4,13,1,1,0
27470,0,4,191,1,1,1
27471,0,1,231,1,1,1
27472,0,5,463,1,1,1
27473,1,3,395,1,1,1
27474,1,3,113,1,1,1
27475,0,4,428,1,1,1
27476,1,4,304,1,1,1
27477,1,7,127,1,1,1
27478,0,3,343,1,1,1
27479,0,3,18,1,0,0
27480,1,4,263,1,1,1
27481,1,2,470,1,1,1
27482,1,3,354,1,1,1
27483,1,4,396,1,1,1
27484,0,4,235,1,1,1
27485,1,2,385,1,1,1
27486,1,5,263,1,1,1
27487,1,2,280,1,1,1
27488,1,3,409,1,1,1
27489,1,4,348,1,1,1
27490,1,5,383,1,1,1
27491,1,5,263,1,1,1
27492,0,2,307,1,1,1
27493,1,4,246,1,1,1
27494,1,5,262,1,1,1
27495,1,1,150,1,1,1
27496,1,3,125,1,1,1
27497,0,5,234,1,1,1
27498,0,1,228,1,1,1
27499,0,2,458,1,1,1
27500,1,5,111,1,0,1
27501,1,5,95,1,1,1
27502,0,3,434,1,1,1
27503,1,4,21,1,1,0
27504,0,2,205,1,1,1
27505,0,2,103,1,1,1
27506,1,2,186,1,1,1
27507,0,4,188,1,1,1
27508,1,5,376,1,1,1
27509,1,5,79,1,0,1
27510,1,1,92,1,1,1
27511,1,3,100,1,1,1
27512,1,4,182,1,1,1
27513,0,7,200,1,1,1
27514,0,5,96,1,1,1
27515,1,3,422,1,1,1
27516,0,4,146,1,1,1
27517,0,3,272,1,1,1
27518,1,5,333,1,1,1
27519,1,5,432,1,1,1
27520,0,5,404,1,1,1
27521,1,5,370,1,1,1
27522,0,3,290,1,1,1
27523,0,2,42,1,1,1
27524,1,5,54,1,1,1
27525,0,4,52,1,1,1
27526,0,1,194,1,1,1
27527,0,2,74,1,1,1
27528,1,3,183,1,1,1
27529,1,4,128,1,1,1
27530,1,2,21,1,0,0
27531,0,2,46,1,1,1
27532,0,4,106,1,1,1
27533,0,2,152,1,1,1
27534,0,4,119,1,1,0
27535,0,3,160,1,1,1
27536,1,4,84,1,1,1
27537,1,2,364,1,1,1
27538,0,3,47,1,1,0
27539,1,2,174,1,1,1
27540,1,3,182,1,1,1
27541,0,5,216,1,1,1
27542,1,5,70,1,1,1
27543,0,7,292,1,1,1
27544,1,5,402,1,1,1
27545,1,5,256,1,1,1
27546,1,5,328,1,1,1
27547,1,5,357,1,1,1
27548,0,5,225,1,1,1
27549,1,5,214,1,1,1
27550,1,2,454,1,1,1
27551,1,5,136,1,1,1
27552,0,2,468,1,1,1
27553,1,4,140,1,1,1
27554,1,5,424,1,1,1
27555,1,2,246,1,1,1
27556,1,5,133,1,1,1
27557,1,5,39,1,0,1
27558,0,2,45,1,1,0
27559,1,4,452,1,1,1
27560,1,2,241,1,1,1
27561,1,5,250,1,1,1
27562,1,3,20,1,0,0
27563,1,4,75,1,1,1
27564,1,3,124,1,1,1
27565,1,5,446,1,1,1
27566,0,2,341,1,1,1
27567,1,4,47,1,1,0
27568,0,3,87,1,1,1
27569,1,2,144,1,1,1
27570,0,2,312,1,1,1
27571,0,5,426,1,1,1
27572,1,3,368,1,1,1
27573,1,7,345,1,1,1
27574,0,5,213,1,1,1
27575,0,4,417,1,1,1
27576,0,7,166,1,1,1
27577,1,3,464,1,1,1
27578,0,4,37,1,1,0
27579,0,3,144,1,1,1
27580,1,1,225,1,1,1
27581,0,2,227,1,1,1
27582,1,3,445,1,1,1
27583,1,4,233,1,1,1
27584,0,2,57,1,1,1
27585,1,3,344,1,1,1
27586,1,2,395,1,1,1
27587,1,4,90,1,1,1
27588,1,3,170,1,1,1
27589,0,3,365,1,1,1
27590,1,5,168,1,1,1
27591,1,4,464,1,1,1
27592,1,5,465,1,1,1
27593,0,4,119,1,1,1
27594,1,3,86,1,1,1
27595,0,1,291,1,1,1
27596,1,4,140,1,0,1
27597,1,3,346,1,1,1
27598,0,5,182,1,1,1
27599,0,1,332,1,1,1
27600,1,3,127,1,1,1
27601,0,4,292,1,1,1
27602,0,3,300,1,1,1
27603,1,2,355,1,1,1
27604,0,5,475,1,0,1
27605,0,3,55,1,1,0
27606,1,1,347,1,1,1
27607,0,3,213,1,1,1
27608,0,5,352,1,1,1
27609,1,2,443,1,1,1
27610,0,3,341,1,1,1
27611,1,1,61,1,1,0
27612,0,5,14,1,1,0
27613,1,3,124,1,1,1
27614,1,2,197,1,1,1
27615,0,5,415,1,1,1
27616,0,2,331,1,1,1
27617,1,3,306,1,1,1
27618,1,2,474,1,1,1
27619,1,3,195,1,1,1
27620,1,5,238,1,1,1
27621,1,4,261,1,1,1
27622,0,4,217,1,1,1
27623,0,7,106,1,1,1
27624,0,2,315,1,1,1
27625,1,3,442,1,1,1
27626,1,3,402,1,1,1
27627,1,5,171,1,1,1
27628,0,5,18,1,1,0
27629,1,4,324,1,1,1
27630,1,3,217,1,1,1
27631,1,3,295,1,1,1
27632,1,3,373,1,1,1
27633,0,2,129,1,1,1
27634,0,5,383,1,1,1
27635,1,5,399,1,1,1
27636,1,3,225,1,1,1
27637,0,4,348,1,1,1
27638,1,4,343,1,1,1
27639,1,4,363,1,1,1
27640,1,5,138,1,1,1
27641,1,3,399,1,1,1
27642,0,4,363,1,1,1
27643,1,3,85,1,1,1
27644,0,2,146,1,1,1
27645,0,3,45,1,1,0
27646,1,4,321,1,1,1
27647,1,4,165,1,1,1
27648,1,3,466,1,1,1
27649,1,3,165,1,1,1
27650,1,3,438,1,1,1
27651,0,3,294,1,1,1
27652,1,3,422,1,1,1
27653,0,5,125,1,1,1
27654,1,5,185,1,1,1
27655,1,3,437,1,1,1
27656,0,4,199,1,1,1
27657,0,2,239,1,1,1
27658,0,5,451,1,1,1
27659,1,3,125,1,1,1
27660,1,5,88,1,1,1
27661,1,1,417,1,1,1
27662,0,5,173,1,1,1
27663,1,5,260,1,1,1
27664,0,7,328,1,1,1
27665,0,1,106,1,1,1
27666,0,2,286,1,1,1
27667,1,5,442,1,1,1
27668,1,2,452,1,1,1
27669,1,7,206,1,1,1
27670,0,3,389,1,1,1
27671,1,3,149,1,1,1
27672,0,3,20,1,0,0
27673,0,3,91,1,1,0
27674,0,2,27,1,1,1
27675,1,4,327,1,1,1
27676,1,2,183,1,1,1
27677,0,4,168,1,1,1
27678,1,2,340,1,1,1
27679,0,5,347,1,1,1
27680,1,2,216,1,1,1
27681,0,4,387,1,1,1
27682,1,3,87,1,1,1
27683,1,4,130,1,1,1
27684,1,1,150,1,1,1
27685,0,2,29,1,0,0
27686,1,2,423,1,1,1
27687,0,4,309,1,1,1
27688,0,4,22,1,0,0
27689,0,4,212,1,1,1
27690,0,3,272,1,1,1
27691,0,4,117,1,1,0
27692,0,4,13,1,0,0
27693,0,2,320,1,1,1
27694,0,2,423,1,1,1
27695,1,4,187,1,1,1
27696,1,5,85,1,1,0
27697,1,3,23,1,1,0
27698,1,2,112,1,1,1
27699,0,2,299,1,1,1
27700,1,5,203,1,1,1
27701,1,2,245,1,1,1
27702,1,2,325,1,1,1
27703,1,4,398,1,1,1
27704,0,3,402,1,1,1
27705,0,3,171,1,1,1
27706,1,4,146,1,1,1
27707,1,2,416,1,1,1
27708,0,4,51,1,0,1
27709,0,5,161,1,1,1
27710,1,5,238,1,1,1
27711,1,2,74,1,1,1
27712,0,2,176,1,1,1
27713,1,3,397,1,1,1
27714,1,5,187,1,1,1
27715,0,5,72,1,1,1
27716,0,2,471,1,1,1
27717,1,4,443,1,1,1
27718,0,5,201,1,1,1
27719,0,5,81,1,1,1
27720,0,2,70,1,1,1
27721,0,4,174,1,1,1
27722,1,4,314,1,1,1
27723,1,5,265,1,1,1
27724,1,1,129,1,1,1
27725,1,4,168,1,1,1
27726,1,2,116,1,1,1
27727,1,3,146,1,1,1
27728,0,5,446,1,1,1
27729,1,5,96,1,1,1
27730,1,2,29,1,1,1
27731,1,3,308,1,1,1
27732,1,3,410,1,1,1
27733,1,4,36,1,0,0
27734,1,4,196,1,1,1
27735,1,3,85,1,1,1
27736,0,4,284,1,1,1
27737,0,5,293,1,1,1
27738,0,4,263,1,1,1
27739,0,4,256,1,1,1
27740,0,4,11,1,1,0
27741,0,2,215,1,1,1
27742,1,4,285,1,1,1
27743,1,3,210,1,1,1
27744,1,5,196,1,1,1
27745,1,4,437,1,1,1
27746,0,7,278,1,1,1
27747,0,5,249,1,1,1
27748,1,3,41,1,0,0
27749,1,2,291,1,1,1
27750,0,3,240,1,1,1
27751,0,2,80,1,0,1
27752,0,4,110,1,1,1
27753,0,5,166,1,1,1
27754,0,4,315,1,1,1
27755,0,4,189,1,1,1
27756,0,3,88,1,0,1
27757,1,5,61,1,1,1
27758,0,4,440,1,1,1
27759,0,2,432,1,1,1
27760,1,3,446,1,1,1
27761,1,4,352,1,1,1
27762,1,4,174,1,1,1
27763,1,2,258,1,1,1
27764,1,2,390,1,1,1
27765,0,2,279,1,1,1
27766,0,5,359,1,1,1
27767,0,5,305,1,1,1
27768,1,4,281,1,1,1
27769,1,5,14,1,0,1
27770,1,5,239,1,1,1
27771,1,2,292,1,1,1
27772,1,3,110,1,1,1
27773,1,3,379,1,1,1
27774,1,2,121,1,1,1
27775,0,5,79,1,1,0
27776,1,3,93,1,1,1
27777,1,4,48,1,0,0
27778,1,2,145,1,1,1
27779,1,3,41,1,1,0
27780,0,2,21,1,0,0
27781,1,5,164,1,1,1
27782,1,5,445,1,1,1
27783,1,4,396,1,1,1
27784,0,2,453,1,1,1
27785,0,5,418,1,1,1
27786,1,4,434,1,1,1
27787,0,4,384,1,1,1
27788,1,3,123,1,1,1
27789,1,7,192,1,1,1
27790,1,1,433,1,1,1
27791,1,4,238,1,1,1
27792,0,5,107,1,1,1
27793,0,5,37,1,0,0
27794,1,4,157,1,1,1
27795,1,5,422,1,1,1
27796,1,2,70,1,0,0
27797,0,2,144,1,1,1
27798,1,2,328,1,1,1
27799,0,2,420,1,1,1
27800,0,5,71,1,1,1
27801,1,2,163,1,1,1
27802,1,3,459,1,1,1
27803,0,4,52,1,1,1
27804,1,3,366,1,1,1
27805,0,2,346,1,1,1
27806,1,3,54,1,0,1
27807,0,5,464,1,1,1
27808,1,5,405,1,1,1
27809,0,4,388,1,1,1
27810,1,5,399,1,1,1
27811,0,3,286,1,1,1
27812,1,2,413,1,1,1
27813,1,5,114,1,1,1
27814,1,3,352,1,1,1
27815,0,4,325,1,1,1
27816,0,1,163,1,1,1
27817,1,2,365,1,1,1
27818,0,5,413,1,1,1
27819,1,3,379,1,1,1
27820,0,5,397,1,1,1
27821,0,5,45,1,1,0
27822,0,5,420,1,1,1
27823,0,3,89,1,1,0
27824,1,7,454,1,1,1
27825,1,5,24,1,0,0
27826,1,2,262,1,1,1
27827,1,4,462,1,1,1
27828,1,4,271,1,1,1
27829,1,4,308,1,1,1
27830,1,4,325,1,1,1
27831,1,4,396,1,1,1
27832,0,3,76,1,1,1
27833,1,4,354,1,1,1
27834,0,5,141,1,1,1
27835,1,5,326,1,1,1
27836,1,2,367,1,1,1
27837,1,4,379,1,1,1
27838,1,3,434,1,1,1
27839,1,3,48,1,0,0
27840,0,4,292,1,1,1
27841,0,3,392,1,1,1
27842,1,3,111,1,1,1
27843,1,3,176,1,1,1
27844,1,3,355,1,1,1
27845,0,2,20,1,1,1
27846,1,1,173,1,1,1
27847,1,4,368,1,1,1
27848,1,5,278,1,1,1
27849,1,3,418,1,1,1
27850,0,5,61,1,1,0
27851,1,4,250,1,1,1
27852,1,5,462,1,1,1
27853,1,4,366,1,1,1
27854,1,5,393,1,1,1
27855,1,5,243,1,1,1
27856,1,3,74,1,1,1
27857,1,2,343,1,1,1
27858,1,3,56,1,1,1
27859,1,7,106,1,1,1
27860,1,1,450,1,1,1
27861,1,4,97,1,1,0
27862,1,3,266,1,1,1
27863,1,5,334,1,1,1
27864,0,4,58,1,0,1
27865,1,3,188,1,1,1
27866,1,4,211,1,1,1
27867,1,5,359,1,1,1
27868,0,2,94,1,1,1
27869,0,3,396,1,1,1
27870,1,1,382,1,1,1
27871,1,5,332,1,1,1
27872,1,2,44,1,0,1
27873,1,5,85,1,1,1
27874,0,4,139,1,1,1
27875,1,5,454,1,1,1
27876,1,4,368,1,1,1
27877,1,5,441,1,1,1
27878,0,2,73,1,1,0
27879,1,7,286,1,1,1
27880,1,1,431,1,1,1
27881,1,5,147,1,1,1
27882,0,2,235,1,1,1
27883,1,4,329,1,1,1
27884,1,5,451,1,1,1
27885,1,2,382,1,1,1
27886,1,5,79,1,1,1
27887,1,3,204,1,1,1
27888,1,2,326,1,1,1
27889,1,4,167,1,1,1
27890,1,7,226,1,1,1
27891,1,1,30,1,0,0
27892,0,1,102,1,1,0
27893,1,7,56,1,1,1
27894,1,3,235,1,1,1
27895,0,4,318,1,1,1
27896,0,3,276,1,1,1
27897,1,3,296,1,1,1
27898,1,3,120,1,1,1
27899,0,4,382,1,1,1
27900,1,2,154,1,1,1
27901,0,3,326,1,1,1
27902,0,4,97,1,1,1
27903,1,5,381,1,1,1
27904,0,5,164,1,1,1
27905,0,1,166,1,1,1
27906,1,5,430,1,1,1
27907,1,4,372,1,1,1
27908,1,3,116,1,1,1
27909,0,3,359,1,1,1
27910,0,2,332,1,1,1
27911,1,3,97,1,1,1
27912,0,3,411,1,1,1
27913,0,5,392,1,1,1
27914,1,4,38,1,1,1
27915,0,2,287,1,1,1
27916,0,1,99,1,1,1
27917,0,5,471,1,1,1
27918,0,4,48,1,1,1
27919,0,4,411,1,1,1
27920,0,3,234,1,1,1
27921,0,3,251,1,1,1
27922,1,2,411,1,1,1
27923,1,5,442,1,1,1
27924,1,5,122,1,1,1
27925,1,3,112,1,0,1
27926,0,1,64,1,1,1
27927,1,4,418,1,1,1
27928,0,3,149,1,1,1
27929,1,1,221,1,1,1
27930,1,5,454,1,1,1
27931,0,2,89,1,0,1
27932,1,3,356,1,1,1
27933,1,3,80,1,1,1
27934,0,2,102,1,1,1
27935,0,5,216,1,1,1
27936,0,3,452,1,1,1
27937,0,3,287,1,1,1
27938,1,2,116,1,1,1
27939,0,3,215,1,1,1
27940,0,3,44,1,1,0
27941,1,4,17,1,1,0
27942,0,3,437,1,1,1
27943,0,2,236,1,1,1
27944,0,3,227,1,1,1
27945,0,4,262,1,1,1
27946,0,7,313,1,1,1
27947,1,5,259,1,1,1
27948,0,4,374,1,1,1
27949,0,4,469,1,1,1
27950,1,5,409,1,1,1
27951,0,5,170,1,1,1
27952,1,2,206,1,1,1
27953,1,2,478,1,0,1
27954,0,3,231,1,1,1
27955,0,3,283,1,1,1
27956,1,2,170,1,1,1
27957,0,4,226,1,1,1
27958,0,5,69,1,1,0
27959,1,7,375,1,1,1
27960,0,3,65,1,0,0
27961,1,2,272,1,1,1
27962,0,5,134,1,1,1
27963,0,5,408,1,1,1
27964,0,1,460,1,1,1
27965,1,2,294,1,1,1
27966,1,3,465,1,1,1
27967,0,4,167,1,1,1
27968,0,4,412,1,1,1
27969,1,4,254,1,1,1
27970,0,3,113,1,0,1
27971,1,5,206,1,1,1
27972,1,5,139,1,1,1
27973,1,1,226,1,1,1
27974,1,5,183,1,1,1
27975,1,4,42,1,0,0
27976,0,5,266,1,1,1
27977,1,4,177,1,1,1
27978,1,4,42,1,0,1
27979,0,2,137,1,1,1
27980,1,3,191,1,1,1
27981,1,5,88,1,1,1
27982,1,2,291,1,1,1
27983,1,2,253,1,1,1
27984,0,5,435,1,1,1
27985,1,3,65,1,1,1
27986,1,3,349,1,1,1
27987,0,4,125,1,1,1
27988,0,4,278,1,1,1
27989,1,4,170,1,1,1
27990,1,3,67,1,1,1
27991,1,2,121,1,1,1
27992,1,5,401,1,1,1
27993,0,4,93,1,0,1
27994,0,1,380,1,1,1
27995,1,3,404,1,1,1
27996,1,2,59,1,0,1
27997,0,5,212,1,1,1
27998,0,4,365,1,1,1
27999,1,5,351,1,1,1
28000,0,4,366,1,1,1
28001,0,7,179,1,1,1
28002,1,1,229,1,1,1
28003,0,7,232,1,1,1
28004,1,5,180,1,1,1
28005,0,5,415,1,1,1
28006,0,4,192,1,1,1
28007,0,4,283,1,1,1
28008,1,4,232,1,1,1
28009,0,5,468,1,1,1
28010,0,2,90,1,0,1
28011,0,1,316,1,1,1
28012,0,3,20,1,0,0
28013,1,4,141,1,1,1
28014,1,4,307,1,1,1
28015,0,5,39,1,1,0
28016,1,2,143,1,1,1
28017,1,4,76,1,1,1
28018,1,2,419,1,1,1
28019,1,4,445,1,1,1
28020,0,3,132,1,1,1
28021,1,2,99,1,1,1
28022,1,4,228,1,1,1
28023,1,4,240,1,1,1
28024,1,7,396,1,1,1
28025,1,4,207,1,1,1
28026,0,4,52,1,1,1
28027,1,3,267,1,1,1
28028,0,7,373,1,1,1
28029,1,2,41,1,0,0
28030,0,3,434,1,1,1
28031,0,3,292,1,1,1
28032,1,5,244,1,1,1
28033,1,2,190,1,1,1
28034,1,2,11,1,0,0
28035,0,2,255,1,1,1
28036,0,4,439,1,1,1
28037,1,5,409,1,1,1
28038,1,2,407,1,1,1
28039,0,7,342,1,1,1
28040,1,2,72,1,0,1
28041,1,7,309,1,1,1
28042,1,4,256,1,1,1
28043,0,2,217,1,1,1
28044,1,2,384,1,1,1
28045,0,2,113,1,1,1
28046,1,4,207,1,1,1
28047,1,4,244,1,1,1
28048,0,5,245,1,1,1
28049,1,2,53,1,0,1
28050,0,3,225,1,1,1
28051,1,4,31,1,1,0
28052,0,5,218,1,1,1
28053,0,4,135,1,1,1
28054,0,5,64,1,1,0
28055,1,5,373,1,1,1
28056,1,5,297,1,1,1
28057,1,2,230,1,1,1
28058,0,2,420,1,1,1
28059,1,3,171,1,1,1
28060,1,5,381,1,1,1
28061,1,5,230,1,1,1
28062,0,5,352,1,1,1
28063,0,5,395,1,1,1
28064,1,3,36,1,0,1
28065,0,2,393,1,1,1
28066,1,3,183,1,1,1
28067,1,2,270,1,1,1
28068,0,4,13,1,0,0
28069,1,4,302,1,1,1
28070,1,5,332,1,1,1
28071,1,5,362,1,1,1
28072,0,3,256,1,1,1
28073,0,1,133,1,1,1
28074,1,3,257,1,1,1
28075,1,2,350,1,1,1
28076,0,4,75,1,1,1
28077,1,4,328,1,1,1
28078,1,3,206,1,1,1
28079,1,4,356,1,1,1
28080,0,5,72,1,0,0
28081,1,4,228,1,1,1
28082,1,3,200,1,1,1
28083,1,2,459,1,1,1
28084,0,4,146,1,1,1
28085,1,1,309,1,1,1
28086,1,7,422,1,1,1
28087,1,3,224,1,1,1
28088,1,5,32,1,0,0
28089,0,5,380,1,1,1
28090,0,3,183,1,1,1
28091,1,5,457,1,1,1
28092,0,3,380,1,1,1
28093,1,5,28,1,0,1
28094,1,2,323,1,1,1
28095,0,1,286,1,1,1
28096,1,3,211,1,1,1
28097,1,1,205,1,1,1
28098,1,4,455,1,1,1
28099,0,5,77,1,1,1
28100,1,5,30,1,0,0
28101,1,5,442,1,1,1
28102,1,3,77,1,1,1
28103,1,7,205,1,1,1
28104,1,3,168,1,1,1
28105,0,2,23,1,1,0
28106,0,4,200,1,1,1
28107,1,5,65,1,0,1
28108,1,3,182,1,1,1
28109,0,3,152,1,1,1
28110,1,3,278,1,1,1
28111,1,3,380,1,1,1
28112,1,3,395,1,1,1
28113,0,7,69,1,1,1
28114,1,2,455,1,1,1
28115,1,4,105,1,1,1
28116,1,2,466,1,1,1
28117,1,5,173,1,1,1
28118,1,2,170,1,1,1
28119,0,4,193,1,1,1
28120,1,4,158,1,1,1
28121,0,1,357,1,1,1
28122,0,2,398,1,1,1
28123,0,5,307,1,1,1
28124,0,2,407,1,1,1
28125,1,4,84,1,1,0
28126,1,1,451,1,1,1
28127,1,3,471,1,1,1
28128,0,5,390,1,1,1
28129,1,5,444,1,1,1
28130,1,4,15,1,1,0
28131,1,4,304,1,1,1
28132,1,5,415,1,1,1
28133,1,5,288,1,1,1
28134,1,3,74,1,1,0
28135,1,4,463,1,1,1
28136,1,5,71,1,1,0
28137,1,5,430,1,1,1
28138,0,5,474,1,1,1
28139,0,7,131,1,1,1
28140,1,1,462,1,1,1
28141,0,7,413,1,1,1
28142,0,4,105,1,1,1
28143,1,3,53,1,1,1
28144,0,4,109,1,1,1
28145,1,2,271,1,1,1
28146,1,4,289,1,1,1
28147,1,5,26,1,0,1
28148,0,3,251,1,1,1
28149,0,4,308,1,1,1
28150,0,5,292,1,1,1
28151,0,3,167,1,1,1
28152,1,2,287,1,1,1
28153,0,4,173,1,1,1
28154,1,3,228,1,1,1
28155,1,3,142,1,1,1
28156,0,5,112,1,1,1
28157,1,4,359,1,1,1
28158,1,3,460,1,1,1
28159,0,3,231,1,1,1
28160,1,5,292,1,1,1
28161,1,5,241,1,1,1
28162,1,4,236,1,1,1
28163,1,3,274,1,1,1
28164,1,5,261,1,1,1
28165,1,5,72,1,0,0
28166,0,2,55,1,1,0
28167,0,2,419,1,1,1
28168,1,3,192,1,1,1
28169,0,2,247,1,1,1
28170,1,3,95,1,1,1
28171,1,3,354,1,1,1
28172,1,3,102,1,1,1
28173,0,3,14,1,0,0
28174,0,3,404,1,1,1
28175,1,2,229,1,1,1
28176,1,2,43,1,1,0
28177,1,1,185,1,1,1
28178,0,3,448,1,1,1
28179,0,5,372,1,1,1
28180,0,3,334,1,1,1
28181,1,3,135,1,1,0
28182,1,3,321,1,1,1
28183,0,4,421,1,1,1
28184,0,2,435,1,1,1
28185,0,3,370,1,1,1
28186,1,3,194,1,1,1
28187,1,4,413,1,1,1
28188,1,3,266,1,1,1
28189,0,3,241,1,1,1
28190,0,5,289,1,1,1
28191,0,5,399,1,1,1
28192,0,5,440,1,1,1
28193,0,2,196,1,1,1
28194,1,4,87,1,1,1
28195,0,3,40,1,1,0
28196,1,3,422,1,1,1
28197,1,3,473,1,0,1
28198,1,1,197,1,1,1
28199,0,2,99,1,1,1
28200,1,7,263,1,1,1
28201,1,4,447,1,1,1
28202,0,4,333,1,1,1
28203,0,2,102,1,1,0
28204,1,2,438,1,1,1
28205,1,3,290,1,1,1
28206,0,3,260,1,1,1
28207,0,7,157,1,1,1
28208,1,5,432,1,1,1
28209,1,5,161,1,1,1
28210,1,3,209,1,1,1
28211,1,3,416,1,1,1
28212,1,5,205,1,1,1
28213,0,4,448,1,1,1
28214,0,4,121,1,1,1
28215,1,2,102,1,1,1
28216,0,4,185,1,1,1
28217,0,2,349,1,1,1
28218,0,2,53,1,0,1
28219,0,5,181,1,1,1
28220,0,5,95,1,1,1
28221,0,4,477,1,0,1
28222,0,3,99,1,0,1
28223,1,3,37,1,0,0
28224,1,4,135,1,1,1
28225,0,5,465,1,1,1
28226,1,2,373,1,1,1
28227,1,4,459,1,1,1
28228,1,2,311,1,1,1
28229,1,4,464,1,1,1
28230,1,3,246,1,1,1
28231,0,2,106,1,1,1
28232,0,5,109,1,0,1
28233,1,3,67,1,1,1
28234,1,3,358,1,1,1
28235,0,3,236,1,1,1
28236,0,5,108,1,1,1
28237,1,3,363,1,1,1
28238,1,4,474,1,0,1
28239,1,4,216,1,1,1
28240,0,5,447,1,1,1
28241,1,5,389,1,1,1
28242,0,2,136,1,0,1
28243,0,1,294,1,1,1
28244,1,3,34,1,1,0
28245,0,3,321,1,1,1
28246,1,1,155,1,1,1
28247,1,5,173,1,1,1
28248,1,2,478,1,0,1
28249,0,3,113,1,1,1
28250,1,7,398,1,1,1
28251,0,2,303,1,1,1
28252,1,2,29,1,0,1
28253,0,3,368,1,1,1
28254,1,3,187,1,1,1
28255,1,3,16,1,0,0
28256,0,3,194,1,1,1
28257,1,2,403,1,1,1
28258,1,4,82,1,1,1
28259,1,2,399,1,1,1
28260,0,1,212,1,1,1
28261,0,2,77,1,1,1
28262,1,3,149,1,0,1
28263,1,4,464,1,1,1
28264,1,2,120,1,1,1
28265,0,3,231,1,1,1
28266,1,5,279,1,1,1
28267,0,1,79,1,1,0
28268,0,3,256,1,1,1
28269,1,5,98,1,1,1
28270,1,5,456,1,1,1
28271,0,4,107,1,1,0
28272,1,4,64,1,0,0
28273,1,4,116,1,1,1
28274,1,3,184,1,1,1
28275,1,3,263,1,1,1
28276,0,3,166,1,1,1
28277,0,2,130,1,1,1
28278,1,3,105,1,1,1
28279,1,4,90,1,1,1
28280,0,3,433,1,1,1
28281,0,5,129,1,1,1
28282,1,2,452,1,1,1
28283,1,3,163,1,1,1
28284,1,2,479,1,0,1
28285,1,4,412,1,1,1
28286,1,4,376,1,1,1
28287,1,2,293,1,1,1
28288,1,2,14,1,1,0
28289,0,4,467,1,1,1
28290,0,2,460,1,1,1
28291,1,3,394,1,1,1
28292,0,3,19,1,0,0
28293,1,3,84,1,1,0
28294,1,2,394,1,1,1
28295,1,3,61,1,0,1
28296,0,5,40,1,1,0
28297,1,7,171,1,1,1
28298,1,2,283,1,1,1
28299,0,3,314,1,1,1
28300,0,4,232,1,1,1
28301,0,4,412,1,1,1
28302,1,5,336,1,1,1
28303,0,3,352,1,1,1
28304,1,4,120,1,1,1
28305,0,4,325,1,1,1
28306,0,2,326,1,1,1
28307,1,4,446,1,1,1
28308,1,5,338,1,1,1
28309,1,2,166,1,1,1
28310,1,5,65,1,1,1
28311,1,3,294,1,1,1
28312,0,5,455,1,1,1
28313,0,4,311,1,1,1
28314,0,7,352,1,1,1
28315,1,3,322,1,1,1
28316,1,7,438,1,1,1
28317,1,5,360,1,1,1
28318,1,5,248,1,1,1
28319,0,2,336,1,1,1
28320,1,2,253,1,1,1
28321,1,5,448,1,1,1
28322,1,2,462,1,1,1
28323,1,7,109,1,1,1
28324,1,2,228,1,1,1
28325,1,5,314,1,1,1
28326,1,5,256,1,1,1
28327,0,3,239,1,1,1
28328,1,5,167,1,1,1
28329,0,5,309,1,1,1
28330,0,2,68,1,1,1
28331,1,1,367,1,1,1
28332,1,5,262,1,1,1
28333,1,3,61,1,0,1
28334,1,3,211,1,1,1
28335,0,1,142,1,1,1
28336,0,2,288,1,1,1
28337,0,4,45,1,1,0
28338,1,3,450,1,1,1
28339,0,2,112,1,1,1
28340,0,5,384,1,1,1
28341,0,4,33,1,1,0
28342,0,4,426,1,1,1
28343,0,2,70,1,1,1
28344,1,7,36,1,0,0
28345,1,5,305,1,1,1
28346,1,2,63,1,1,0
28347,0,5,122,1,1,1
28348,1,3,156,1,1,1
28349,0,4,26,1,0,0
28350,1,5,203,1,1,1
28351,1,4,80,1,0,0
28352,0,4,275,1,1,1
28353,1,5,257,1,1,1
